Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_20,SMA_50,EMA_50,RSI,Stoch_K,Stoch_D,ADX,MACD,MACD_Signal,BB_upper,BB_middle,BB_lower,ATR,MFI,OBV
2025-07-16 00:29:00+00:00,117604.390625,117604.390625,117604.390625,117604.390625,122388480,0.0,0.0,117568.012890625,117606.07040363055,,,46.81004331977192,77.6826355401325,83.62552015262817,0.0,,,117666.21234216169,117568.012890625,117469.81343908832,24.782789332604008,8.142370655313385,-2357125120
2025-07-16 00:31:00+00:00,117602.109375,117602.109375,117602.109375,117602.109375,0,0.0,0.0,117568.537109375,117605.6931628086,,,46.3797994076585,76.36666816891253,79.6340529090991,0.0,,,117667.34521009773,117568.537109375,117469.72900865227,23.17553652313229,7.538859288646734,-2357125120
2025-07-16 00:32:00+00:00,117638.8515625,117638.8515625,117638.8515625,117638.8515625,115605504,0.0,0.0,117570.233203125,117608.85110563636,,,53.75270740875342,97.56185497318491,83.87038622740998,0.0,,,117672.58296789041,117570.233203125,117467.88343835958,24.14458302147998,13.326198880932438,-2241519616
2025-07-16 00:33:00+00:00,117661.9609375,117661.9609375,117661.9609375,117661.9609375,1097187328,0.0,0.0,117575.15078125,117613.90918486148,,,57.693016709061176,100.0,91.30950771403248,0.0,-8.001571169792442,,117684.93586438966,117575.15078125,117465.36569811036,24.070639591374267,45.6306066910514,-1144332288
2025-07-16 00:35:00+00:00,117664.6640625,117664.6640625,117664.6640625,117664.6640625,0,0.0,0.0,117580.196875,117618.74298273181,,,58.14226080739669,100.0,99.18728499106163,0.0,-3.340980918845162,,117696.50425453029,117580.196875,117463.8894954697,22.54438854913325,72.66736190907892,-1144332288
2025-07-16 00:36:00+00:00,117734.6953125,117734.6953125,117734.6953125,117734.6953125,31834112,0.0,0.0,117588.45,117629.78606175736,,,67.70897135231556,100.0,100.0,24.925085188658603,5.935090997634688,,117722.6386127763,117588.45,117454.2613872237,25.93630722419516,71.86380440441596,-1112498176
2025-07-16 00:37:00+00:00,117763.2734375,117763.2734375,117763.2734375,117763.2734375,62472192,0.0,0.0,117600.827734375,117642.49914516142,,,70.65629822050084,100.0,100.0,24.60598452878682,15.414768812566763,,117750.65573736624,117600.827734375,117450.99973138375,26.125008493895507,72.78162526722234,-1050025984
2025-07-16 00:38:00+00:00,117783.9140625,117783.9140625,117783.9140625,117783.9140625,0,0.0,0.0,117614.13359375,117655.967232527,,,72.6014261772387,100.0,100.0,24.626078076778818,24.312745518720476,,117778.64968078425,117614.13359375,117449.61750671575,25.733266815760114,72.78162526722234,-1050025984
2025-07-16 00:40:00+00:00,117854.609375,117854.609375,117854.609375,117854.609375,0,0.0,0.0,117632.097265625,117674.88553181014,,,77.98434016332118,100.0,100.0,25.55899959573474,36.64653857317171,,117817.88723443814,117632.097265625,117446.30729681185,28.944841507491535,72.78162526722234,-1050025984
2025-07-16 00:41:00+00:00,117889.9609375,117889.9609375,117889.9609375,117889.9609375,48357376,0.0,0.0,117652.728125,117695.3689037806,,,80.09076836794412,100.0,100.0,26.79940237150965,48.71221004234394,,117856.01213227134,117652.728125,117449.44411772865,29.402464435527854,72.84849299423871,-1001668608
2025-07-16 00:42:00+00:00,117882.15625,117882.15625,117882.15625,117882.15625,0,0.0,0.0,117673.349609375,117713.15817484912,,,78.30937311642658,97.2886416067309,99.09621386891031,27.75118395931931,56.98765039521095,,117881.80330608891,117673.349609375,117464.89591266109,27.85976608299015,72.84849299423871,-1001668608
2025-07-16 00:43:00+00:00,117796.8671875,117796.8671875,117796.8671875,117796.8671875,1205043200,0.0,0.0,117685.303125,117721.13046176825,,,62.06369145694646,67.6591124983037,88.31591803501153,26.759575547765525,56.01813969851355,32.13994076407186,117893.29886790687,117685.303125,117477.30738209315,31.96185868420514,50.49529903799443,-2206711808
2025-07-16 00:44:00+00:00,117810.375,117810.375,117810.375,117810.375,0,0.0,0.0,117696.53828125,117729.62994159984,,,63.360137345656554,72.35174379155923,79.09983263219794,26.02932348522262,55.697714483743766,36.85149550800624,117906.0630571392,117696.53828125,117487.01350536081,30.643712528190488,50.49529903799443,-2206711808
2025-07-16 00:46:00+00:00,117896.5390625,117896.5390625,117896.5390625,117896.5390625,0,0.0,0.0,117712.602734375,117745.52604835223,,,70.32634213878467,100.0,80.00361876328765,26.39704219630162,61.68542376579717,41.81828115956442,117931.52340073843,117712.602734375,117493.68206801158,34.60945181189117,50.5000742876366,-2206711808
2025-07-16 00:48:00+00:00,118062.515625,118062.515625,118062.515625,118062.515625,0,0.0,0.0,117737.476171875,117775.71553184249,,,78.71955708839539,100.0,90.78391459718641,28.05011027391738,78.91397677862551,49.237420283376636,117993.57140116807,117737.476171875,117481.38094258192,43.992816861041796,52.91129245700454,-2206711808
2025-07-16 00:49:00+00:00,118060.3125,118060.3125,118060.3125,118060.3125,87351296,0.0,0.0,117761.361328125,117802.82000500035,,,78.40255324847861,99.47998303490752,99.82666101163585,29.5445179176452,91.33707840657735,57.65735190801678,118043.05385146722,117761.361328125,117479.66880478278,41.007838870967376,51.161069759429616,-2294063104
2025-07-16 00:50:00+00:00,118175.71875,118175.71875,118175.71875,118175.71875,0,0.0,0.0,117787.993359375,117838.33417119079,,,82.40065062807138,100.0,99.82666101163585,31.57552714082524,109.23559588255011,67.97300070292344,118116.7088119129,117787.993359375,117459.2779068371,46.32201109446971,48.933469282682,-2294063104
2025-07-16 00:51:00+00:00,118129.453125,118129.453125,118129.453125,118129.453125,99909632,0.0,0.0,117812.602734375,117866.05978583929,,,76.30243026321665,90.9470304975923,96.80900451083328,32.662455512928275,118.32309566135518,78.0430196946098,118165.31585819068,117812.602734375,117459.88961055933,46.317983516293296,9.291568327548006,-2393972736
2025-07-16 00:53:00+00:00,118131.84375,118131.84375,118131.84375,118131.84375,1039523840,0.0,0.0,117838.0515625,117891.37254433079,,,76.39962195452998,90.05154913110485,93.66619320956572,33.68666225725098,124.28522545202577,87.29146084609299,118205.47369841718,117838.0515625,117470.62942658282,43.180315050843774,45.972844965316305,-1354448896
2025-07-16 00:55:00+00:00,118106.8671875,118106.8671875,118106.8671875,118106.8671875,88621056,0.0,0.0,117862.55390625,117911.89584368023,,,73.0296191766907,83.30649896766617,88.10169286545442,34.19364929680133,125.54762157917139,94.94269299270867,118233.04180270343,117862.55390625,117492.06600979657,41.88004701149779,43.7702043248884,-1443069952
2025-07-16 00:56:00+00:00,118106.390625,118106.390625,118106.390625,118106.390625,0,0.0,0.0,117887.65390625,117930.41915618686,,,72.9634864378256,82.3054375785129,85.22116189242797,34.655691819505144,125.06791986589087,100.9677383673451,118252.76054073298,117887.65390625,117522.547271767,38.922655260676514,42.405080395894906,-1443069952
2025-07-16 00:58:00+00:00,118118.390625,118118.390625,118118.390625,118118.390625,169172992,0.0,0.0,117913.46796875,117948.32120083574,,,73.61149147525136,84.86791908110449,83.49328520909451,35.182227444335915,124.22407470745384,105.61900563536686,118266.99044620091,117913.46796875,117559.94549129909,36.99960845634247,45.96801948852718,-1273896960
2025-07-16 00:59:00+00:00,118115.3203125,118115.3203125,118115.3203125,118115.3203125,0,0.0,0.0,117937.29140625,117964.22587813709,,,73.12854318323402,84.05749283401728,83.74361649787822,35.607257946337505,121.90235827612923,108.87567616351934,118277.5471291775,117937.29140625,117597.03568332251,34.576087316603726,45.96801948852718,-1273896960
2025-07-16 01:01:00+00:00,118123.1015625,118123.1015625,118123.1015625,118123.1015625,0,0.0,0.0,117960.3484375,117979.35689569546,,,73.60124784715279,86.11139752129174,85.01226981213783,36.07298862657838,119.31487550769816,110.96351603235512,118284.98848378722,117960.3484375,117635.70839121277,32.662170365417744,44.99728752819828,-1273896960
2025-07-16 01:02:00+00:00,118124.9375,118124.9375,118124.9375,118124.9375,976134144,0.0,0.0,117983.362109375,117993.22171515303,,,73.71872093382778,86.59600354690367,85.58829796740423,36.52312754144198,116.07438829018793,111.98569048392167,118285.36327701478,117983.362109375,117681.36094173521,30.460296589316474,59.6570674670882,-297762816
2025-07-16 01:04:00+00:00,118188.7890625,118188.7890625,118188.7890625,118188.7890625,0,0.0,0.0,118006.066796875,118011.84717680512,,,77.47322310249132,100.0,90.9024670227318,37.50928388779243,117.30633191416564,113.04981876997047,118297.9840888574,118006.066796875,117714.14950489262,32.84538701150815,88.79084442045733,-297762816
2025-07-16 01:05:00+00:00,118178.234375,118178.234375,118178.234375,118178.234375,92422144,0.0,0.0,118026.81484375,118027.6935766332,,,75.55185952754772,96.38847305389221,94.32815886693196,38.1674713185372,116.09273624162597,113.65840226430157,118305.4407425498,118026.81484375,117748.1889449502,31.253194189257567,85.575257283976,-390184960
2025-07-16 01:06:00+00:00,118193.09375,118193.09375,118193.09375,118193.09375,0,0.0,0.0,118047.273828125,118043.44597409671,117784.27765625,117891.69296808583,76.43781783575507,100.0,98.79615768463073,38.912164457332274,115.00428252393613,113.92757831622849,118311.25808587864,118047.273828125,117783.28957037137,30.082207104310594,85.575257283976,-390184960
2025-07-16 01:07:00+00:00,118178.3828125,118178.3828125,118178.3828125,118178.3828125,0,0.0,0.0,118063.4625,118056.29710156369,117792.238125,117902.93570708246,73.59442502939729,88.92092257001647,95.10313187463623,39.22094200421618,111.667393200667,113.47554129311621,118317.7328105174,118063.4625,117809.1921894826,28.984259275431267,85.575257283976,-390184960
2025-07-16 01:08:00+00:00,118163.484375,118163.484375,118163.484375,118163.484375,21200896,0.0,0.0,118077.138671875,118066.50541331954,117801.87765625,117913.15330190276,70.72505263423328,65.84970264912597,84.92354173971415,39.1205242364887,106.59197899355786,112.09882883320455,118321.85392836653,118077.138671875,117832.42341538347,27.978129148614748,87.84947737601188,-411385856
2025-07-16 01:09:00+00:00,118142.0078125,118142.0078125,118142.0078125,118142.0078125,0,0.0,0.0,118090.13125,118073.6961180034,117812.7815625,117922.12798859285,66.68857836121202,41.07947377905929,65.28336633273392,38.481102051340535,99.68756140687037,109.61657534793773,118319.14718946148,118090.13125,117861.11531053853,27.51373153085655,87.84947737601188,-411385856
2025-07-16 01:11:00+00:00,118025.8046875,118025.8046875,118025.8046875,118025.8046875,0,0.0,0.0,118101.578125,118069.13502938402,117821.46515625,117926.19374149117,50.0455573797499,0.0,35.643058809395086,35.84910559852471,83.87231188558508,104.4677226554672,118290.1278425712,118101.578125,117913.0284074288,33.84868820722394,91.52637328582155,-411385856
2025-07-16 01:12:00+00:00,117950.40625,117950.40625,117950.40625,117950.40625,134856704,0.0,0.0,118108.5796875,118057.82752658555,117828.3746875,117927.14325162878,42.61425659785993,0.0,13.693157926353097,34.429682929173985,64.51094688301964,96.47636750097769,118260.12388449434,118108.5796875,117957.03549050564,36.81652744242223,77.26833111598528,-546242560
2025-07-16 01:13:00+00:00,117953.2890625,117953.2890625,117953.2890625,117953.2890625,0,0.0,0.0,118111.4171875,118047.87148238692,117836.16828125,117928.1685775453,42.96299099543789,1.18787020345094,0.3959567344836467,33.06220445057149,48.83658673136961,86.94841134705608,118248.3997715396,118111.4171875,117974.43460346041,34.39269066082064,82.18109056971043,-546242560
2025-07-16 01:14:00+00:00,117937.28125,117937.28125,117937.28125,117937.28125,1096474624,0.0,0.0,118105.15546875,118037.33907930246,117843.6390625,117928.5259372494,41.45644261695468,0.0,0.3959567344836467,32.0009307554193,34.72258633641468,76.5032463449278,118260.69898107424,118105.15546875,117949.61195642577,33.079485077904884,46.02621570234587,-1642717184
2025-07-16 01:16:00+00:00,117917.4609375,117917.4609375,117917.4609375,117917.4609375,0,0.0,0.0,118098.012890625,118025.92211341651,117850.595625,117928.0920156906,39.604627198745426,0.0,0.3959567344836467,31.27213841244656,21.687802279542666,65.54015753185078,118273.03685349876,118098.012890625,117922.98892775124,32.13240132234025,42.08933389003338,-1642717184
2025-07-16 01:17:00+00:00,117894.75,117894.75,117894.75,117894.75,0,0.0,0.0,118083.964453125,118013.42953118638,117858.17625,117926.78448566352,37.53563578860197,0.0,0.0,30.88264967911726,9.416511468269164,54.31542831913446,118276.05681013087,118083.964453125,117891.87209611911,31.45943962074452,42.08933389003338,-1642717184
2025-07-16 01:18:00+00:00,117856.125,117856.125,117856.125,117856.125,0,0.0,0.0,118070.298046875,117998.44814726387,117864.9428125,117924.01352544142,34.25777831134316,0.0,0.0,30.977076209329173,-3.3862549675395712,42.775091661799664,118285.05537598667,118070.298046875,117855.54071776333,31.97126536211991,42.08933389003338,-1642717184
2025-07-16 01:19:00+00:00,117840.3046875,117840.3046875,117840.3046875,117840.3046875,0,0.0,0.0,118055.72109375,117983.3868653816,117871.8421875,117920.73082591432,32.9871392770103,0.0,0.0,31.24189576461028,-14.64034186207573,31.292004957024588,118290.43916828673,118055.72109375,117821.00301921328,30.817625871968488,0.0,-1642717184
2025-07-16 01:20:00+00:00,117828.015625,117828.015625,117828.015625,117828.015625,0,0.0,0.0,118041.778515625,117968.58960439288,117878.855625,117917.09493568238,31.994421855660605,0.0,0.0,31.62632365581268,-24.27112898044288,20.179378169531095,118295.08024103107,118041.778515625,117788.47679021893,29.494157059685026,0.0,-1642717184
2025-07-16 01:22:00+00:00,117812.953125,117812.953125,117812.953125,117812.953125,0,0.0,0.0,118027.106640625,117953.76708254594,117885.72015625,117913.01094310661,30.772057939651873,0.0,0.0,32.15401927246145,-32.74159035261255,9.595184465102367,118297.1769562337,118027.106640625,117757.0363250163,28.463324412564667,0.0,-1642717184
2025-07-16 01:23:00+00:00,117821.1796875,117821.1796875,117821.1796875,117821.1796875,81059840,0.0,0.0,118012.24609375,117941.13971158917,117890.9878125,117909.40971739656,32.29352475562021,2.251202565473009,0.7504008551576696,32.42853956420147,-38.34861817579076,0.006423936923741103,118293.08280930421,118012.24609375,117731.40937819579,27.017841418810047,6.0724346788644965,-1561657344
2025-07-16 01:24:00+00:00,117818.40625,117818.40625,117818.40625,117818.40625,0,0.0,0.0,117997.400390625,117929.45081048545,117895.6425,117905.84095396924,32.037884315146556,1.5556744227511812,1.26895899607473,32.71918911305779,-42.525810280261794,-8.500022906513367,118286.15218592504,117997.400390625,117708.64859532496,25.286098281752185,6.0724346788644965,-1561657344
2025-07-16 01:25:00+00:00,117734.671875,117734.671875,117734.671875,117734.671875,0,0.0,0.0,117977.97890625,117910.90043567731,117898.8309375,117899.12844106849,25.479761458351007,0.0,1.26895899607473,33.90832646630205,-51.99357976063038,-17.19873427733677,118282.13991744313,117977.97890625,117673.81789505688,29.460975190198457,6.170724237763267,-1561657344
2025-07-16 01:26:00+00:00,117695.65625,117695.65625,117695.65625,117695.65625,0,0.0,0.0,117956.51484375,117890.40098942233,117901.443125,117891.14913945796,23.10638220916229,0.0,0.5185581409170604,35.34636256813394,-61.93118599442823,-26.145224620755062,118276.34753064271,117956.51484375,117636.68215685729,30.143450176612852,6.170724237763267,-1561657344
2025-07-16 01:27:00+00:00,117681.6875,117681.6875,117681.6875,117681.6875,0,0.0,0.0,117931.159765625,117870.52351423925,117903.4246875,117882.93495751845,22.305288559700955,0.0,0.0,36.794502746401086,-70.12560756228049,-34.94130120906015,118253.7077138334,117931.159765625,117608.61181741659,28.988114449711933,6.170724237763267,-1561657344
2025-07-16 01:29:00+00:00,117663.203125,117663.203125,117663.203125,117663.203125,0,0.0,0.0,117905.408203125,117850.77871526408,117903.8271875,117874.31802290988,21.255148124410866,0.0,0.0,38.28720658563003,-77.22112323438341,-43.397265614124805,118227.177665225,117905.408203125,117583.638741025,28.237847346161082,6.877550721962606,-1561657344
2025-07-16 01:31:00+00:00,117705.7109375,117705.7109375,117705.7109375,117705.7109375,16261120,0.0,0.0,117881.0390625,117836.9627364294,117905.19609375,117867.70598034479,29.477836495872822,15.509378028618665,5.169792676206222,38.50587629216393,-78.50933852467278,-50.4196801962344,118185.31422002091,117881.0390625,117576.76390497909,29.25713057143529,8.143633050128557,-1545396224
2025-07-16 01:32:00+00:00,117663.859375,117663.859375,117663.859375,117663.859375,0,0.0,0.0,117855.312890625,117820.47670200755,117906.0159375,117859.71199582148,26.539436210230676,0.2581041634659702,5.2558273973615455,39.1237267319204,-81.96251687432232,-56.72824753185199,118141.12186530339,117855.312890625,117569.50391594663,30.156732852047053,100.0,-1545396224
2025-07-16 01:34:00+00:00,117753.125,117753.125,117753.125,117753.125,68575232,0.0,0.0,117834.794921875,117814.0622541973,117908.74203125,117855.53211363239,40.22575644460142,38.83527903367299,18.200920408585876,37.7498506724221,-76.61304815256153,-60.7052076559939,118085.98680486865,117834.794921875,117583.60303888135,34.37879657690083,100.0,-1476820992
2025-07-16 01:35:00+00:00,117713.1328125,117713.1328125,117713.1328125,117713.1328125,0,0.0,0.0,117813.351171875,117804.4499264166,117910.916875,117849.94782731347,36.90811183888128,25.88078075645906,21.65805465119934,36.943678336552516,-74.73904575625784,-63.51197527604669,118026.28873587889,117813.351171875,117600.4136078711,34.77975307140792,100.0,-1476820992
2025-07-16 01:36:00+00:00,117702.0234375,117702.0234375,117702.0234375,117702.0234375,0,0.0,0.0,117797.162109375,117794.69502271025,117912.91515625,117844.1468708502,36.01939939981061,21.9198023732851,28.878620721139054,36.32094752313048,-73.30530119214382,-65.47064045926612,117991.44421563628,117797.162109375,117602.88000311372,33.08901178059306,100.0,-1476820992
2025-07-16 01:37:00+00:00,117684.078125,117684.078125,117684.078125,117684.078125,0,0.0,0.0,117783.845703125,117784.16008007117,117913.8196875,117837.8696651306,34.57129087769046,12.66590822904816,20.15549711959744,35.94784113545073,-72.7781438989623,-66.93214114720536,117970.65328939735,117783.845703125,117597.03811685265,32.007318974836416,100.0,-1476820992
2025-07-16 01:38:00+00:00,117678.25,117678.25,117678.25,117678.25,5742592,0.0,0.0,117770.09375,117774.07340577869,117914.14546875,117831.61007041959,34.091912410921566,9.524751495969536,14.703487366100932,35.66931330329271,-72.00067002084688,-67.94584692193366,117945.10371979121,117770.09375,117595.08378020879,30.137376548062385,96.65709857548836,-1482563584
2025-07-16 01:39:00+00:00,117696.546875,117696.546875,117696.546875,117696.546875,27770880,0.0,0.0,117758.05703125,117766.68992665691,117914.783125,117826.31347452078,37.04337388262857,21.10677018940705,14.432476638141582,34.99017324685013,-69.11143783689477,-68.1789651049259,117917.87084688073,117758.05703125,117598.24321561928,29.291626437486503,97.12237123803398,-1454792704
2025-07-16 01:41:00+00:00,117747.515625,117747.515625,117747.515625,117747.515625,1027219456,0.0,0.0,117749.559765625,117764.86380268958,117915.03953125,117823.22336277486,44.49940621580483,54.32397060304037,28.31849742947232,33.29647181995176,-61.99431646386802,-66.94203537671433,117891.65812859107,117749.559765625,117607.46140265894,30.839992406237467,99.49899986881545,-427573248
2025-07-16 01:42:00+00:00,117712.046875,117712.046875,117712.046875,117712.046875,0,0.0,0.0,117740.424609375,117759.8336191001,117914.015,117818.8635005092,40.87182648497362,54.31798436142485,43.249575051290755,32.238504109481404,-58.541152237550705,-65.26185874888161,117866.6131310393,117740.424609375,117614.2360877107,31.170617948649074,99.49899986881545,-427573248
2025-07-16 01:44:00+00:00,117702.6640625,117702.6640625,117702.6640625,117702.6640625,0,0.0,0.0,117732.7515625,117754.38889942391,117912.39,117814.30665980295,39.94416831952595,43.883579496090356,50.841844820185194,31.38779332600095,-55.91703251906438,-63.39289350291816,117848.05939444707,117732.7515625,117617.44373055291,29.61434613088843,99.49899986881545,-427573248
2025-07-16 01:45:00+00:00,117684.796875,117684.796875,117684.796875,117684.796875,1818624,0.0,0.0,117724.976171875,117747.76108757402,117908.99375,117809.22784471264,38.16765978310846,24.013900955690705,40.73848827106863,30.850095852627298,-54.64916983342846,-61.64414876902023,117830.80842018353,117724.976171875,117619.14392356646,28.775263371539257,99.3413741355628,-429391872
2025-07-16 01:46:00+00:00,117671.9296875,117671.9296875,117671.9296875,117671.9296875,0,0.0,0.0,117717.171875,117740.53904947173,117904.633125,117803.84360325332,36.89505317470295,9.704604691572545,25.867361714451203,30.531552515207657,-54.05948986794101,-60.127216988804385,117814.10585616261,117717.171875,117620.23789383739,27.63897223785788,99.3413741355628,-429391872
2025-07-16 01:47:00+00:00,117643.7734375,117643.7734375,117643.7734375,117643.7734375,0,0.0,0.0,117708.712890625,117731.323276903,117899.86546875,117797.56634185123,34.20727750039421,0.0,11.23950188242108,30.61763766078233,-55.22750995345996,-59.1472755817355,117800.10564522064,117708.712890625,117617.32013602936,27.675920649439462,99.3413741355628,-429391872
2025-07-16 01:48:00+00:00,117643.625,117643.625,117643.625,117643.625,1101979648,0.0,0.0,117699.83515625,117722.9710600551,117896.800625,117791.52942648451,34.19313528963845,0.0,3.2348682305241794,30.699583650479873,-55.52509324037237,-58.42283911346288,117779.5528427655,117699.83515625,117620.11746973451,25.70967185305093,50.33583734207318,-1531371520
2025-07-16 01:49:00+00:00,117637.1328125,117637.1328125,117637.1328125,117637.1328125,0,0.0,0.0,117690.771484375,117714.79598885938,117893.33578125,117785.47465730866,33.54001355827114,0.0,0.0,30.86849848219951,-55.64337324304506,-57.86694593937932,117754.02340039088,117690.771484375,117627.51956835912,24.33699439926158,50.33583734207318,-1531371520
2025-07-16 01:50:00+00:00,117621.8984375,117621.8984375,117621.8984375,117621.8984375,0,0.0,0.0,117685.1328125,117705.94860301563,117887.84296875,117779.05990359068,31.99559954622326,0.0,0.0,31.24488363960027,-56.317208022999694,-57.5569983561034,117751.74269806803,117685.1328125,117618.52292693197,23.686807299314324,48.76161651489428,-1531371520
2025-07-16 01:52:00+00:00,117655.8671875,117655.8671875,117655.8671875,117655.8671875,313753600,0.0,0.0,117683.143359375,117701.1789443951,117879.71,117774.22881668516,38.76625800676501,27.0414826792711,9.013827559757031,30.62868453553853,-53.49359187598748,-56.74431706008021,117750.74655437644,117683.143359375,117615.54016437355,24.42123177793473,55.24662969218263,-1217617920
2025-07-16 01:54:00+00:00,117647.7421875,117647.7421875,117647.7421875,117647.7421875,0,0.0,0.0,117681.44609375,117696.08972945271,117871.45859375,117769.26855671713,37.796912278804704,20.573418744946824,15.87163380807264,30.194366841217704,-51.31989156847703,-55.65943196175958,117750.79228197051,117681.44609375,117612.09990552948,23.25721522236796,55.24662969218263,-1217617920
2025-07-16 01:55:00+00:00,117645.8671875,117645.8671875,117645.8671875,117645.8671875,29523968,0.0,0.0,117680.579296875,117691.30663021913,117860.8615625,117764.42928733607,37.5634841052608,19.080788606256608,22.231896676824842,29.824274253560684,-49.18158059743291,-54.36386168889425,117751.23691504638,117680.579296875,117609.92167870363,21.729914135055964,54.59645659581933,-1247141888
2025-07-16 01:56:00+00:00,117623.4296875,117623.4296875,117623.4296875,117623.4296875,4595712,0.0,0.0,117676.465234375,117684.84215948397,117850.74109375,117758.89989126407,34.794234440516206,1.2189812799303439,13.624396210377924,29.87458746388547,-48.73567792099493,-53.238224935314385,117750.30081294574,117676.465234375,117602.62965580427,21.780455982551967,54.621480749967965,-1251737600
2025-07-16 01:57:00+00:00,117706.15625,117706.15625,117706.15625,117706.15625,0,0.0,0.0,117678.580078125,117686.87207286645,117842.22734375,117756.83151317529,49.559225464073336,67.07506685739163,29.12494558119286,27.813848314062117,-41.231661688230815,-50.836912285897675,117753.26831113518,117678.580078125,117603.89184511482,26.133749305226825,54.11307182585677,-1251737600
